file,start,end,speaker,gender,age,birth_year,prompt,emotion,duration
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:42.754000,0 days 00:00:45.918000,M_26,male,34,1991,mi,unknown,3.164
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:56.642000,0 days 00:00:59.326000,M_26,male,34,1991,mi,unknown,2.684
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:01:08.706000,0 days 00:01:18.706000,M_26,male,34,1991,mi,unknown,10.0
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:01.058000,0 days 00:00:03.550000,M_26,male,34,1991,rf,unknown,2.492
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:04.194000,0 days 00:00:10.174000,M_26,male,34,1991,rf,unknown,5.98
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:10.754000,0 days 00:00:13.854000,M_26,male,34,1991,rf,unknown,3.1
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:15.010000,0 days 00:00:17.758000,M_26,male,34,1991,rf,unknown,2.748
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:18.242000,0 days 00:00:26.814000,M_26,male,34,1991,rf,unknown,8.572
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:26.914000,0 days 00:00:29.758000,M_26,male,34,1991,rf,unknown,2.844
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:32.226000,0 days 00:00:34.878000,M_26,male,34,1991,rf,unknown,2.652
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:35.490000,0 days 00:00:39.070000,M_26,male,34,1991,rf,unknown,3.58
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:41.570000,0 days 00:00:45.246000,M_26,male,34,1991,rf,unknown,3.676
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:45.410000,0 days 00:00:49.086000,M_26,male,34,1991,rf,unknown,3.676
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:52.834000,0 days 00:00:55.326000,M_26,male,34,1991,rf,unknown,2.492
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:55.842000,0 days 00:00:59.198000,M_26,male,34,1991,rf,unknown,3.356
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:17.922000,0 days 00:00:21.054000,M_26,male,34,1991,ri,unknown,3.132
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:23.330000,0 days 00:00:25.470000,M_26,male,34,1991,ri,unknown,2.14
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:26.018000,0 days 00:00:31.326000,M_26,male,34,1991,ri,unknown,5.308
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:31.682000,0 days 00:00:35.230000,M_26,male,34,1991,ri,unknown,3.548
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:38.146000,0 days 00:00:40.318000,M_26,male,34,1991,ri,unknown,2.172
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:40.802000,0 days 00:00:43.006000,M_26,male,34,1991,ri,unknown,2.204
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:43.202000,0 days 00:00:47.294000,M_26,male,34,1991,ri,unknown,4.092
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:07.490000,0 days 00:00:10.078000,M_26,male,34,1991,sc,unknown,2.588
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:11.618000,0 days 00:00:14.302000,M_26,male,34,1991,sc,unknown,2.684
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:41.026000,0 days 00:00:43.870000,M_26,male,34,1991,sc,unknown,2.844
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:49.442000,0 days 00:00:51.934000,M_26,male,34,1991,sc,unknown,2.492
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:52.610000,0 days 00:00:54.718000,M_26,male,34,1991,sc,unknown,2.108
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:01:00.066000,0 days 00:01:02.974000,M_26,male,34,1991,sc,unknown,2.908
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:01:06.754000,0 days 00:01:08.766000,M_26,male,34,1991,sc,unknown,2.012
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:03.586000,0 days 00:00:08.830000,M_26,male,34,1991,sp,unknown,5.244
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:10.178000,0 days 00:00:12.766000,M_26,male,34,1991,sp,unknown,2.588
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:12.898000,0 days 00:00:17.342000,M_26,male,34,1991,sp,unknown,4.444
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:23.618000,0 days 00:00:27.486000,M_26,male,34,1991,sp,unknown,3.868
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:30.850000,0 days 00:00:40.254000,M_26,male,34,1991,sp,unknown,9.404
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:48.994000,0 days 00:00:52.542000,M_26,male,34,1991,sp,unknown,3.548
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:58.082000,0 days 00:01:00.638000,M_26,male,34,1991,sp,unknown,2.556
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:00.962000,0 days 00:01:03.262000,M_26,male,34,1991,sp,unknown,2.3
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:18.306000,0 days 00:01:21.278000,M_26,male,34,1991,sp,unknown,2.972
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:27.746000,0 days 00:01:29.822000,M_26,male,34,1991,sp,unknown,2.076
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:37.250000,0 days 00:01:40.382000,M_26,male,34,1991,sp,unknown,3.132
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:41.474000,0 days 00:01:43.678000,M_26,male,34,1991,sp,unknown,2.204
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:44.802000,0 days 00:01:47.934000,M_26,male,34,1991,sp,unknown,3.132
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:04.098000,0 days 00:02:06.334000,M_26,male,34,1991,sp,unknown,2.2359999999999998
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:11.330000,0 days 00:02:13.662000,M_26,male,34,1991,sp,unknown,2.332
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:20.226000,0 days 00:02:25.310000,M_26,male,34,1991,sp,unknown,5.084
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:31.554000,0 days 00:02:33.982000,M_26,male,34,1991,sp,unknown,2.428
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:34.082000,0 days 00:02:36.190000,M_26,male,34,1991,sp,unknown,2.108
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:38.978000,0 days 00:02:41.214000,M_26,male,34,1991,sp,unknown,2.2359999999999998
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:42.210000,0 days 00:02:47.614000,M_26,male,34,1991,sp,unknown,5.404
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:50.594000,0 days 00:02:52.990000,M_26,male,34,1991,sp,unknown,2.396
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:04.930000,0 days 00:03:07.678000,M_26,male,34,1991,sp,unknown,2.748
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:08.802000,0 days 00:03:11.230000,M_26,male,34,1991,sp,unknown,2.428
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:15.042000,0 days 00:03:18.494000,M_26,male,34,1991,sp,unknown,3.452
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:29.154000,0 days 00:03:31.358000,M_26,male,34,1991,sp,unknown,2.204
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:36.066000,0 days 00:03:38.206000,M_26,male,34,1991,sp,unknown,2.14
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:40.546000,0 days 00:03:42.942000,M_26,male,34,1991,sp,unknown,2.396
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:47.010000,0 days 00:03:49.022000,M_26,male,34,1991,sp,unknown,2.012
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:50.242000,0 days 00:03:52.574000,M_26,male,34,1991,sp,unknown,2.332
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:52.706000,0 days 00:03:56.606000,M_26,male,34,1991,sp,unknown,3.9
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:57.282000,0 days 00:04:00.414000,M_26,male,34,1991,sp,unknown,3.132
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:04:01.090000,0 days 00:04:03.358000,M_26,male,34,1991,sp,unknown,2.268
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:04:05.090000,0 days 00:04:10.878000,M_26,male,34,1991,sp,unknown,5.788
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:04:11.810000,0 days 00:04:18.750000,M_26,male,34,1991,sp,unknown,6.9399999999999995
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:00:05.474000,0 days 00:00:08.766000,M_26,male,34,1991,st,unknown,3.292
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:00:09.474000,0 days 00:00:11.518000,M_26,male,34,1991,st,unknown,2.044
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:00:29.282000,0 days 00:00:31.422000,M_26,male,34,1991,st,unknown,2.14
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:00:38.946000,0 days 00:00:45.086000,M_26,male,34,1991,st,unknown,6.14
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:00:51.330000,0 days 00:00:53.566000,M_26,male,34,1991,st,unknown,2.2359999999999998
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:00:55.618000,0 days 00:00:58.270000,M_26,male,34,1991,st,unknown,2.652
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:11.042000,0 days 00:01:15.230000,M_26,male,34,1991,st,unknown,4.188
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:19.650000,0 days 00:01:23.582000,M_26,male,34,1991,st,unknown,3.932
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:24.610000,0 days 00:01:27.230000,M_26,male,34,1991,st,unknown,2.62
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:27.618000,0 days 00:01:31.646000,M_26,male,34,1991,st,unknown,4.028
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:32.802000,0 days 00:01:34.974000,M_26,male,34,1991,st,unknown,2.172
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:41.218000,0 days 00:01:45.598000,M_26,male,34,1991,st,unknown,4.38
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:47.170000,0 days 00:01:50.014000,M_26,male,34,1991,st,unknown,2.844
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:01:50.242000,0 days 00:01:52.606000,M_26,male,34,1991,st,unknown,2.364
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:05.282000,0 days 00:02:09.662000,M_26,male,34,1991,st,unknown,4.38
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:10.210000,0 days 00:02:16.158000,M_26,male,34,1991,st,unknown,5.948
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:18.626000,0 days 00:02:26.238000,M_26,male,34,1991,st,unknown,7.612
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:26.338000,0 days 00:02:28.670000,M_26,male,34,1991,st,unknown,2.332
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:28.770000,0 days 00:02:31.454000,M_26,male,34,1991,st,unknown,2.684
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:32.322000,0 days 00:02:35.006000,M_26,male,34,1991,st,unknown,2.684
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:35.234000,0 days 00:02:37.694000,M_26,male,34,1991,st,unknown,2.46
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:49.346000,0 days 00:02:51.518000,M_26,male,34,1991,st,unknown,2.172
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:02:52.738000,0 days 00:02:56.350000,M_26,male,34,1991,st,unknown,3.612
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:03:00.578000,0 days 00:03:03.678000,M_26,male,34,1991,st,unknown,3.1
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:03:06.402000,0 days 00:03:08.478000,M_26,male,34,1991,st,unknown,2.076
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:03:08.802000,0 days 00:03:11.390000,M_26,male,34,1991,st,unknown,2.588
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_st.wav,0 days 00:03:14.178000,0 days 00:03:20.222000,M_26,male,34,1991,st,unknown,6.044
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:01.346000,0 days 00:00:11.294000,F_13,female,33,1992,mf,unknown,9.948
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:11.586000,0 days 00:00:14.942000,F_13,female,33,1992,mf,unknown,3.356
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:15.266000,0 days 00:00:22.686000,F_13,female,33,1992,mf,unknown,7.42
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:22.914000,0 days 00:00:27.070000,F_13,female,33,1992,mf,unknown,4.156
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:27.682000,0 days 00:00:31.486000,F_13,female,33,1992,mf,unknown,3.8040000000000003
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:31.650000,0 days 00:00:34.270000,F_13,female,33,1992,mf,unknown,2.62
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:34.434000,0 days 00:00:37.406000,F_13,female,33,1992,mf,unknown,2.972
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mf.wav,0 days 00:00:37.538000,0 days 00:00:43.678000,F_13,female,33,1992,mf,unknown,6.14
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mi.wav,0 days 00:00:03.842000,0 days 00:00:06.718000,F_13,female,33,1992,mi,unknown,2.876
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mi.wav,0 days 00:00:06.818000,0 days 00:00:12.190000,F_13,female,33,1992,mi,unknown,5.372
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mi.wav,0 days 00:00:15.650000,0 days 00:00:20.830000,F_13,female,33,1992,mi,unknown,5.18
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mi.wav,0 days 00:00:21.026000,0 days 00:00:23.646000,F_13,female,33,1992,mi,unknown,2.62
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mi.wav,0 days 00:00:24.034000,0 days 00:00:27.422000,F_13,female,33,1992,mi,unknown,3.388
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_mi.wav,0 days 00:00:28.226000,0 days 00:00:35.454000,F_13,female,33,1992,mi,unknown,7.228
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:00.738000,0 days 00:00:10.366000,F_13,female,33,1992,rf,unknown,9.628
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:10.498000,0 days 00:00:13.982000,F_13,female,33,1992,rf,unknown,3.484
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:14.914000,0 days 00:00:18.014000,F_13,female,33,1992,rf,unknown,3.1
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:18.114000,0 days 00:00:23.070000,F_13,female,33,1992,rf,unknown,4.9559999999999995
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:23.170000,0 days 00:00:30.110000,F_13,female,33,1992,rf,unknown,6.9399999999999995
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:32.610000,0 days 00:00:40.606000,F_13,female,33,1992,rf,unknown,7.996
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:40.866000,0 days 00:00:44.702000,F_13,female,33,1992,rf,unknown,3.836
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:44.898000,0 days 00:00:51.166000,F_13,female,33,1992,rf,unknown,6.268
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_rf.wav,0 days 00:00:51.458000,0 days 00:00:56.542000,F_13,female,33,1992,rf,unknown,5.084
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:03.330000,0 days 00:00:06.878000,F_13,female,33,1992,ri,unknown,3.548
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:07.010000,0 days 00:00:11.102000,F_13,female,33,1992,ri,unknown,4.092
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:11.266000,0 days 00:00:14.558000,F_13,female,33,1992,ri,unknown,3.292
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:17.474000,0 days 00:00:20.990000,F_13,female,33,1992,ri,unknown,3.516
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:21.378000,0 days 00:00:25.438000,F_13,female,33,1992,ri,unknown,4.06
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:25.570000,0 days 00:00:30.878000,F_13,female,33,1992,ri,unknown,5.308
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:30.978000,0 days 00:00:34.718000,F_13,female,33,1992,ri,unknown,3.74
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:35.554000,0 days 00:00:40.158000,F_13,female,33,1992,ri,unknown,4.604
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:42.274000,0 days 00:00:45.086000,F_13,female,33,1992,ri,unknown,2.8120000000000003
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_ri.wav,0 days 00:00:45.602000,0 days 00:00:48.606000,F_13,female,33,1992,ri,unknown,3.004
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_sc.wav,0 days 00:00:01.154000,0 days 00:00:03.710000,F_13,female,33,1992,sc,unknown,2.556
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_sc.wav,0 days 00:00:04.930000,0 days 00:00:07.038000,F_13,female,33,1992,sc,unknown,2.108
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_sc.wav,0 days 00:00:07.874000,0 days 00:00:12.190000,F_13,female,33,1992,sc,unknown,4.316
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_sc.wav,0 days 00:00:13.346000,0 days 00:00:18.654000,F_13,female,33,1992,sc,unknown,5.308
./experiments/essv26_emotionalportrayal/data/./german/G_1992_F_13/G_1992_F_13_sc.wav,0 days 00:00:22.498000,0 days 00:00:28.030000,F_13,female,33,1992,sc,unknown,5.532
